epoch;loss;val_loss
0;0.021093197166919708;0.010548756457865238
1;0.009831634350121021;0.00889032706618309
2;0.008719788864254951;0.008319550193846226
3;0.008123950101435184;0.007825340144336224
4;0.0077331336215138435;0.007667315658181906
5;0.0074475230649113655;0.007324466481804848
6;0.0072368597611784935;0.007201243657618761
7;0.007066287100315094;0.007102467119693756
8;0.006923854351043701;0.007056934293359518
9;0.006809396203607321;0.006939711049199104
